subject	body	cluster_id
Logistics Commercial Realignment	After a careful review of the wholesale and retail gas trading and scheduling process it has been decided that the Gas Logistics teams should report directly into the Enron America's Commercial organization. This realignment will help to strengthen the commercial focus and communication between the trading desks and the schedulers and will play a critical role as Enron tries to maximize opportunities and maintain a competitive trading edge. The details are as follows: Wholesale Bob Superty will maintain his management of the Logistics support functions which include the Transport Rate team (Kim Olinger), Electronic Commerce team (Tammy Lee-Jaquet) and Regulatory Affairs teams (Suzanne Calcagno). In addition, Bob will now manage the Northeast Logistics team as part of the East desk. Bob will report directly to Scott Neal and will also help coordinate the Logistics function across all regions working closely with each of the regional Logistics Managers, Commercial desk heads and Enron Americas senior management team. Victor LaMadrid will manage the Southeast Logistics team and will report directly to Scott Neal. Victor's knowledge and overall east desk experience will be critical to help maximize east desk opportunities and promote new initiatives across all regions. Lisa Kinsey will manage the Central Logistics team and will report directly to Hunter Shively. Patti Sullivan will manage the West Logistics team and will report directly to Mike Grigsby. Darren Farmer will manage the Texas Logistics team and will report directly to Tom Martin George Smith will manage the Well Head Logistics team and will report directly to Fred Lagrasta. Retail Donna Greif will now report directly to Don Black. Each of the regional Logistics Managers (East - Marde Driscoll-Ernest, Central - Charlie Muzzy, West - Sabra Dinari) will continue to report directly to Donna. Donna will continue her ongoing efforts in the development and integration of the new retail trading systems, prior period adjustments and development of a strong and talented Logistics team. Congratulations to all involved and welcome to the commercial gas team - John Lavorato, President and CEO, Enron Americas. _____________________________________________________________________________________________________________________ Assistants - Please forward on to your groups.	0
UPDATE - Reporting to Work Next Week	Many of you have asked whether you should come into the office next week, especially if there is no guarantee of being paid for time worked after today. We want to encourage you to come to work. We continue to consider every option available to us as a company; and unfortunately, restructuring through bankruptcy is one of those options. Your continued efforts during these trying times are critical to the company as we go through this decision making process. I still cannot say with certainty if or when we will file for bankruptcy. But you should be aware that, in general, the bankruptcy code provides protection for employee salaries and wages earned within 90 days of a petition filing to the extent of $4,650 per employee. I want you to know that if we file a bankruptcy petition, we intend to seek approval by the bankruptcy court to exercise that protection immediately and pay you for your time worked prior to any petition filing according to our regular payroll practices. Additionally, Enron would be obligated and will pay salaries and wages earned after a bankruptcy filing. For Enron, where our value is directly tied to our employees, making sure that we meet these obligations will be a high priority. We are continuing to evaluate the ongoing resource needs of the company for each potential option we might pursue. Of course, until we finalize those business decisions, we cannot make that determination. I know that this prolonged process is agonizing for you. I can only continue to assure you that we will notify you of your employment status as soon as we are able to do so. While terminated employees will tap into their own network of contacts as they look for new employment, we hope to do what we can to assist them. We will tap into the contacts we have as a company to aid terminated employees in their job search. We have already been in touch with several employers and many are interested in Enron alumni. We will share more information on these efforts soon. I appreciate your continued patience and cooperation.	1
MD Anderson	MD Anderson has approximately 500 job openings, some of which may be suitable for former Enron employees. The jobs vary but include a number of IT and administrative positions. MD Anderson's potential interest in employing laid off Enron employees came to our attention via Anne Marie Giltrop of MD Anderson who spoke with Angela Davis. This morning, I spoke with Ms. Giltrop. In light of our policy of only providing neutral references and other liability considerations, I stated that I did not believe we would provide MD Anderson a list of employees who were laid off, but that I would try to find an approved vehicle for getting information regarding job openings at MD Anderson to our former employees. The MD Anderson web site does not reflect all current open positions, so I suggested that, if approved on both ends, MD Anderson could provide a list of openings with job descriptions that could be made available to former Enron employees. Ms. Giltrop is attempting to obtain appropriate approval from MD Anderson. She later phoned to inform me that I should expect to hear more from Deborah Manning, Jim Dorn, or Martha Jones. On our end, I have contacted David Oxley who put me in touch with Cindy Olson. Sarah Davis will now handle coordinating relations with MD Anderson. This is an important opportunity for former employees, and for Enron and MD Anderson as good Houston citizens. Please let me know if I can be of any further assistance.	0
Staff development	Shigeki Kawano, who has been the head of our office in Tokyo since it opened in April 2000, has resigned from that position effective December 31. His immediate plans are not yet determined, but we hope that whatever his next endeavor is he will have an opportunity to remain involved in ISDA activities. We have enjoyed having him as a colleague and appreciate his efforts on behalf of the Association. I am sure that each of you join me in wishing him well in the future.	0
Enron/Dynegy Merger; Antitrust Issues	As you know, Enron has signed a merger agreement by which Dynegy will acquire Enron. We expect the transaction to close following shareholder and regulatory approvals and various conditions to closing. Even though Enron has entered into this agreement, U.S. and foreign antitrust laws require that Enron and Dynegy continue to operate independently of each other. In particular, to the extent that Enron and Dynegy are competitors in various businesses or markets, their respective activities must be undertaken at arm's length until the transaction has closed. Therefore, for antitrust purposes you should treat Dynegy as you would any other unaffiliated company notwithstanding the merger agreement. In addition, all information, documents and communications related to the merger between Enron and Dynegy should be coordinated through and approved by Mark Muller, Lance Schuler, Robert Eickenroht, Mark Haedicke, Rob Walls or Greg Whalley of Enron. It is absolutely critical that this procedure be maintained. To the extent that information is required to be disclosed to Dynegy under the merger agreement, then such disclosure should be approved by one of the foregoing individuals. If you have any questions concerning this notice, please contact Lance Schuler (713/853-5419), Robert Eickenroht (713/853-3155), Mark Haedicke (713/853-6544) or Rob Walls (713/646-6017). Thank you for your help in this matter.	1
Natural Gas Origination	Our natural gas business continues to benefit from effective account management and resource allocation focused on identifying and responding to the needs of our varied customers. In order to keep our organization optimally structured and to facilitate additional growth, we are making the following changes: Producer/Wellhead Group The current mid-market, origination and wellhead pricing activity currently within the Central and Eastern Gas Regions will be consolidated with the Derivatives group under Fred Lagrasta. This will create a single business unit focused upon the needs of the producing industry within the Eastern U.S. The producer focus in the Western U.S. and Texas will remain unchanged reporting to Mark Whitt and Brian Redmond respectively. Strategic Asset Development Laura Luce will move from her role in the Central Region to lead an effort focused strictly on identifying and entering into long-term strategic arrangements within the Central and Eastern Regions. This initiative will focus on a limited number of selected markets that provide strategic opportunities for partnering in asset development, asset management and optimization. This effort will continue to work very closely with the regional leads. Central Origination and Mid-Market Frank Vickers will continue his current role in the Eastern Region and will assume the leadership role for Mid-Market and Origination activity in the Central Region. There will be no changes to the West and Texas Origination groups headed respectively by Barry Tycholiz and Brian Redmond. Please join us in congratulating Fred, Laura and Frank in their new roles. Louise & John	0
FW: Duke Energy Executes An Agreement to Acquire...	All indications are positive that New Albany will be sold to Duke Energy. During this period Kevin Presto will control the dispatch and premium required for N.A. to run. Please ensure that the plant is ready and available at all times so we can catch any premium between now and the time the facility id transferred to Duke Energy. Please forward any calls or requests for information from non Enron sources to myself, any time of the day. Thanks.	1
Xcel Energy Inc. to Northern States Power Company	On Aug. 18, 2000, New Century Energies, Inc. and Northern States Power Company (NSP) merged and formed Xcel Energy Inc. As part of the merger, NSP transferred its existing utility operations that were being conducted directly by NSP at the parent company level to a newly formed subsidiary of Xcel Energy named Northern States Power Company. Because of the merger, the record was overlayed in Global Counterparty and all history for Northern States Power Company is now under Xcel Energy. A new Northern States Power Company record has been created in Global. I will be moving all Xcel deals with a July 1, 2001 forward flow date to the newly created record for Northern States Power Company. Xcel Energy will be inactivated in Enpower. Please choose Northern States Power Company (NORTHERNST) for future deals with this counterparty.	1
ENA Gas Structuring	In addition to my current role of leading ENA's Wholesale Gas Structuring, I have been asked to take on ENA's Retail Gas Structuring for EES. I have asked Mark Breese to take the lead on all EES related activity effective immediately. Mark will maintain a lead role on a couple of important wholesale transactions that are ongoing, but he will not be taking on any new wholesale deals. Eric Moon will retain his lead role on all West Region deals and will take the lead on all new East Region deals. Eric Boyt will retain his lead role for all Upstream and ECR deals, and will back up Eric Moon on new East Region deals as needed. Santiago Garcia (Associate) has chosen to stay in Gas Structuring for his third rotation to contribute his needed experience to the team. Finally, several Associates and Analysts are being added to Gas Structuring to handle increased Wholesale deal flow and the EES effort. Mark Breese, Melissa Solis and I have moved to the 14th floor and we will office at the following locations: Mark Breese EB-1457a Ed McMichael EB-1456c Melissa Solis EB-1456d We are moving to the 14th floor to initially be closer to the EES business as well as free up space on the 32nd floor. This move is temporary as all Gas Structuring (wholesale and retail) will be located together on the 6th floor in the new building.	1
Formation of Enron Management Committee	I am pleased to announce the formation of the Enron Management Committee. The Management Committee comprises our business unit and function leadership and will focus on the key management, strategy, and policy issues facing Enron. The Management Committee will supplant the former Policy Committee and will include the following individuals: Ken Lay - Chairman and CEO, Enron Corp. Ray Bowen - COO, Enron Industrial Markets Michael Brown - COO, Enron Europe Rick Buy - Exec VP & Chief Risk Officer, Enron Corp. Rick Causey - Exec VP & Chief Accounting Officer, Enron Corp. Dave Delainey - Chairman and CEO, Enron Energy Services Jim Derrick - Exec VP & General Counsel, Enron Corp. Janet Dietrich - President, Enron Energy Services Jim Fallon - President & CEO, Enron Broadband Services Andy Fastow - Exec VP & CFO, Enron Corp. Mark Frevert - Chairman & CEO, Enron Wholesale Services Ben Glisan - Managing Director & Treasurer, Enron Corp. Mark Haedicke - Managing Director & General Counsel, Enron Wholesale Services Kevin Hannon - CEO, Enron Global Assets & Services Stan Horton - Chairman & CEO, Enron Transportation Services Jim Hughes - President & COO, Enron Global Assets & Services Steve Kean - Exec. VP & Chief of Staff, Enron Corp. Louise Kitchen - COO, Enron Americas Mark Koenig - Exec VP, Investor Relations, Enron Corp. John Lavorato - President & CEO, Enron Americas Mike McConnell - President & CEO, Enron Global Markets Jeff McMahon - President & CEO, Enron Industrial Markets Jeff Shankman - COO, Enron Global Markets John Sherriff - President & CEO, Enron Europe Greg Whalley - President & COO, Enron Wholesale Services After we convene the Management Committee later this week, I will make a further announcement regarding the Executive Committee.	0
Corrected Organization Announcement	Organization Announcement (Correction) I apologize for the confusion and inconvenience my mistake caused. I had indicated that Kenneth Lovejoy would be supporting EES, but this is not correct. Ken will be supporting OEC. Corrected announcement is provided below. It is my pleasure to announce that Kenneth Lovejoy has joined Enron Corp. EH&S Asset Operations. He will be reporting directly to Donnie Willmann and will support Central America, Caribbean and OEC. Ken has over 25 year experience in environmental, health and safety for the oil and gas industry. He has been working for Enron since 1996 and has extensive international experience. We are excited to have Ken in our team so, please welcome Ken in his new role. Henry Van	1
Cliff Baxter	It is with sadness and regret that we announce that Cliff Baxter is resigning as an employee of Enron. We are happy, though, that Cliff's primary reason for resigning is to spend more time with his family. Cliff is a unique talent. His creativity, intelligence, sense of humor, and straightforward manner have been assets to the company throughout his career. He will be missed. Cliff joined Enron in 1991 and was a key member of the team that built Enron's wholesale business. Before becoming Vice Chairman of Enron, Cliff served in a variety of positions in Enron's wholesale businesses, culminating in his appointment as Chairman and Chief Executive Officer of Enron North America in 1999. We have asked Cliff, and he has agreed, to continue in a consulting role for the company while concluding negotiations on a number of key asset dispositions. Please join us in thanking Cliff for his service to the company and in wishing him the very best.	0
-	Dear Friends and Colleagues, It's been a great run at Enron and Houston, but after three wonderful years, it's time to say goodbye. As most of you know, I'm headed off to Harvard Business School this fall. I have truly enjoyed getting to know each of you, and I'll miss you next year. I want to wish you the best of luck and future success. I'm leaving Houston next Friday, but I would like one last chance to say goodbye. Please join me this Thursday, May 31 at Teala's (3210 West Dallas) from 6-10pm for a Farewell Happy Hour. I hope to see you there!	1
Natural Gas Origination	Our natural gas business continues to benefit from effective account management and resource allocation focused on identifying and responding to the needs of our varied customers. In order to keep our organization optimally structured and to facilitate additional growth, we are making the following changes: Producer/Wellhead Group The current mid-market, origination and wellhead pricing activity currently within the Central and Eastern Gas Regions will be consolidated with the Derivatives group under Fred Lagrasta. This will create a single business unit focused upon the needs of the producing industry within the Eastern U.S. The producer focus in the Western U.S. and Texas will remain unchanged reporting to Mark Whitt and Brian Redmond respectively. Strategic Asset Development Laura Luce will move from her role in the Central Region to lead an effort focused strictly on identifying and entering into long-term strategic arrangements within the Central and Eastern Regions. This initiative will focus on a limited number of selected markets that provide strategic opportunities for partnering in asset development, asset management and optimization. This effort will continue to work very closely with the regional leads. Central Origination and Mid-Market Frank Vickers will continue his current role in the Eastern Region and will assume the leadership role for Mid-Market and Origination activity in the Central Region. There will be no changes to the West and Texas Origination groups headed respectively by Barry Tycholiz and Brian Redmond. Please join us in congratulating Fred, Laura and Frank in their new roles. Louise & John	0
Jeff McMahon Named CFO	Today we announced the appointment of Jeff McMahon as Enron's chief financial officer. In my continued discussions with the financial community yesterday and today, it became clear that this move was required to restore investor confidence. Jeff has unparalleled qualifications and a deep and thorough understanding of Enron. He is already on the job and hard at work on the issues before us. Andy Fastow will be on a leave of absence from the company. Jeff had been serving as chairman and CEO of Enron Industrial Markets. He joined Enron in 1994 and spent three years in the London office as chief financial officer for Enron's European operations. Upon returning to the U.S., Jeff was executive vice president of finance and treasurer for Enron Corp. In 2000, he was named president and chief operating officer of Enron Net Works. I know all of you are concerned about the continuing decline in our share price. I am too, and we are working very hard to turn it around. Appointing Jeff as CFO is one important step in that process. But most of the solution involves just continuing to do our jobs with excellence. The fundamentals of our business are strong, and I think the market will begin to see that as we continue to perform. Please join me in giving Jeff your full support, and thank you for all of your continued hard work.	1
Park City Bound	Though many of you already know, today is my last day here at Enron. I am leaving to pursue my culinary interests full time and have accepted a baking/pastry apprenticeship with the Deer Valley Resort in Park City, Utah for the winter season. I am happy to have spent the past 3 years working with such a fun and intelligent group of people. I sincerely wish all of you the best in your future endeavors. Please don't hesitate to look me up if you are in the Park City area, vacation planning, or considering some radical career change like this...ha. It would be great to see old friends up there. Forwarding info is below: http://www.deervalley.com/winter/winterhome.asp Email: moshuffle@hotmail.com Cellular: 713-516-0651	2
FW: Logistics Commercial Realignment	After a careful review of the wholesale and retail gas trading and scheduling process it has been decided that the Gas Logistics teams should report directly into the Enron America's Commercial organization. This realignment will help to strengthen the commercial focus and communication between the trading desks and the schedulers and will play a critical role as Enron tries to maximize opportunities and maintain a competitive trading edge. The details are as follows: Wholesale Bob Superty will maintain his management of the Logistics support functions which include the Transport Rate team (Kim Olinger), Electronic Commerce team (Tammy Lee-Jaquet) and Regulatory Affairs teams (Suzanne Calcagno). In addition, Bob will now manage the Northeast Logistics team as part of the East desk. Bob will report directly to Scott Neal and will also help coordinate the Logistics function across all regions working closely with each of the regional Logistics Managers, Commercial desk heads and Enron Americas senior management team. Victor LaMadrid will manage the Southeast Logistics team and will report directly to Scott Neal. Victor's knowledge and overall east desk experience will be critical to help maximize east desk opportunities and promote new initiatives across all regions. Lisa Kinsey will manage the Central Logistics team and will report directly to Hunter Shively. Patti Sullivan will manage the West Logistics team and will report directly to Mike Grigsby. Darren Farmer will manage the Texas Logistics team and will report directly to Tom Martin George Smith will manage the Well Head Logistics team and will report directly to Fred Lagrasta. Retail Donna Greif will now report directly to Don Black. Each of the regional Logistics Managers (East - Marde Driscoll-Ernest, Central - Charlie Muzzy, West - Sabra Dinari) will continue to report directly to Donna. Donna will continue her ongoing efforts in the development and integration of the new retail trading systems, prior period adjustments and development of a strong and talented Logistics team. Congratulations to all involved and welcome to the commercial gas team - John Lavorato, President and CEO, Enron Americas.	0
Enron/Dynegy Merger; Antitrust Issues	As you know, Enron has signed a merger agreement by which Dynegy will acquire Enron. We expect the transaction to close following shareholder and regulatory approvals and various conditions to closing. Even though Enron has entered into this agreement, U.S. and foreign antitrust laws require that Enron and Dynegy continue to operate independently of each other. In particular, to the extent that Enron and Dynegy are competitors in various businesses or markets, their respective activities must be undertaken at arm's length until the transaction has closed. Therefore, for antitrust purposes you should treat Dynegy as you would any other unaffiliated company notwithstanding the merger agreement. In addition, all information, documents and communications related to the merger between Enron and Dynegy should be coordinated through and approved by Mark Muller, Lance Schuler, Robert Eickenroht, Mark Haedicke, Rob Walls or Greg Whalley of Enron. It is absolutely critical that this procedure be maintained. To the extent that information is required to be disclosed to Dynegy under the merger agreement, then such disclosure should be approved by one of the foregoing individuals. If you have any questions concerning this notice, please contact Lance Schuler (713/853-5419), Robert Eickenroht (713/853-3155), Mark Haedicke (713/853-6544) or Rob Walls (713/646-6017). Thank you for your help in this matter.	1
Thank You, Also!!	Ken I know it has been several years since we spoke, but I wanted to thank you = for your kind note, and to personally thank you for the opportunities that = Enron has provided to me over the years. I am one of those few who was already with HNG in 1984, and still vividly r= emember the day that you arrived. The building was immediately permeated b= y a sense of urgency and excitement. That pace was relentless - and addict= ive. I also remember in detail the Internorth merger in 1985, and feel pro= ud to have played a part, however small it was, in that transaction. The late 1980's and the early 1990's will probably always be my favorite ye= ars of my working life. There were so many initiatives in Enron in their i= nfancy. Although it was an initiative that faced insurmountable economics = and ultimately failed, I am grateful that Enron gave me the opportunity to = participate in the natural gas vehicle adventure. I never really understoo= d until that adventure the full meaning of the old axiom that the lessons l= earnt best are those learnt from adversity and from making mistakes!! I will try to remember Enron with those years through the mid-1990's in min= d. I have to say that I consider those to be the best years, because I hav= e witnessed a degradation of the corporate culture in the past few years. = That is clearly a subjective assessment, and should be treated as such. I = am under no illusions: Enron is a business entity operating in markets and= environments that are relentlessly competitive, with a primary responsibil= ity to its shareholders. But I and many of my colleagues who also have lon= g tenure at Enron and its predecessors share this assessment. I am always = amused by the irony of the stated value "Ruthlessness, callousness and arro= gance do not belong here", since these appear to be the key defining person= al characteristics of most of the senior management of ENA in recent years. And unfortunately, the very sale of HPL by Enron has been for some an examp= le of the degradation of corporate culture. For myself, I know what to exp= ect - I know that with corporate divestitures comes the need to control inf= ormation as the transaction evolves. But for the "rank and file" - those w= ho live from paycheck to paycheck - it has not been a pleasant experience. = They maintained their professionalism (indeed many of them probably worked= harder than anybody else to make the transaction happen). In return, ther= e has been an appalling lack of timely information and misinformation from = Enron management and HR department with respect to their benefits and caree= r choices. HR in particular has been totally non-responsive to individual = inquiries in the past few months - not returning phone calls and emails fro= m HPL employees with questions, even after the transaction was announced. = Even as recently as the past couple of days, only upon receipt of their ter= mination packages did several dozen employees discover that they had been m= isinformed by HR with respect to some aspects of their remaining Enron bene= fits. For myself, my years at Enron will remain a high point of my career. It is= a badge of honor in the energy industry to have been a dealmaker at Enron,= particularly for as many years as I was there. I know Enron will continue= to set the standards by most measures in this industry, and, for what its = worth, I humbly wish you continued success.	1
Farewell	Good afternoon! It is with great sadness that I must inform you that I have resigned from E= nron. My last day is June 8. Enron was a wonderful place to work and I hav= e had so many opportunities to meet quality people. The most fulfilling ac= complishment for me is Cougars@Enron. This group has enabled me a unique e= xperience in meeting many of you and creating a truly special team. I feel = there is a real sense of Cougar pride here which made my experience that mu= ch more pleasurable. Although I am leaving, Cougars@Enron remains. We wil= l elect a new President prior to my departure. If you show him/her as much= enthusiasm and support as you have shown me, the group will flourish to ne= w heights. Always remember, it is you that makes this group successful!!!= With over 600 of you employed by this company, you make a difference. It= shows in everything we do from one of the (if not the) most successful fir= st year constituent golf tournament in HAO history/ to the inspiring of Tex= as A&M to form Aggies@Enron in our image/ to being the envy of other organi= zed groups. I am incredibly proud to be a Cougar, not just because of the = university but the quality of our graduates. Please keep the faith! With = your support we will achieve new heights! Again, THANK YOU and let's keep = in contact. Like I said we are Cougars whether we are employed here or else= where. My email address in jeffreymcclellan@zcougars.com.	2
Leaving California Residential Market	Dear Mr. Lay, Recently I received notice that Enron will no longer provide electric service for my residence "as a result of continued uncertainty in this market, as well as a lack of clarity on the future of direct access." I find this very disappointing and would like Enron to re-consider this decision. I am a strong believer in the free market system and, in part, it was for this reason that I chose Enron as my electric service provider several years ago when the market in California was deregulated. I also chose Enron because of my knowledge of your company, its leadership and the strategic direction you have provided. Never was there a time in the marketing of electric service to the State of California for a company such as Enron to exhibit long range thinking & leadership. This is an opportunity for Enron to show commitment and staying power in a market that has "radically changed" and lacking in clarity. I recognize it is not an easy decision to change a decision that has already been made. However, I also consider you a risk taking, strong and capable leader who wants to make the right decision for its ultimate customers in spite of short term political decisions (that will get changed) by Governor Davis.	1
Jeff McMahon Named CFO	Today we announced the appointment of Jeff McMahon as Enron's chief financial officer. In my continued discussions with the financial community yesterday and today, it became clear that this move was required to restore investor confidence. Jeff has unparalleled qualifications and a deep and thorough understanding of Enron. He is already on the job and hard at work on the issues before us. Andy Fastow will be on a leave of absence from the company. Jeff had been serving as chairman and CEO of Enron Industrial Markets. He joined Enron in 1994 and spent three years in the London office as chief financial officer for Enron's European operations. Upon returning to the U.S., Jeff was executive vice president of finance and treasurer for Enron Corp. In 2000, he was named president and chief operating officer of Enron Net Works. I know all of you are concerned about the continuing decline in our share price. I am too, and we are working very hard to turn it around. Appointing Jeff as CFO is one important step in that process. But most of the solution involves just continuing to do our jobs with excellence. The fundamentals of our business are strong, and I think the market will begin to see that as we continue to perform. Please join me in giving Jeff your full support, and thank you for all of your continued hard work.	1
Organizational Announcement	The following announcement was sent out from the ENW Office of the Chair on Sunday, October 21: As a follow-up to the Enron Net Works All Employee meeting on October 5, we are pleased to announce a number of organizational changes. Beth Perlman, currently CIO for EA Systems, will work closely with Mark Pickering on a number of key projects for Enron Net Works. Additionally, Beth plans to explore various commercial opportunities within Enron. Replacing Beth in her current role will be Steve Hotte, currently CIO for EGS. Anthony Dayao will continue as CIO for EES Systems. In addition to his current responsibilities, Anthony will assume responsibility for creating a combined Wholesale/Retail Power Trading and Risk Management system. Jeff Johnson will move into the new role of CIO for EGM/EIM Systems. John Paskin will transfer to the Houston office from London to take up the new role of CIO for Corporate Systems. His group will include the ISC, Enterprise Portal, Intranet Solutions, CRM strategy, Treasury Systems, Development Support and will matrix into HR IT Systems. Continuing in their current positions are Inja Chun, CIO for EBS Systems; Paul Freeman, CIO for Enron Europe; Jay Webb, CIO for eCommerce, which now includes Commodity Logic Systems; and Jenny Rub, CIO for Infrastructure. All of the above positions report into to Mark Pickering in the Office of the Chairman for Enron Net Works. Transitions into their new positions will begin within the next two weeks and should be complete by the end of the year. We are currently interviewing individuals to serve as CIO for EGS, as well as an individual to serve as head of our Enterprise Framework group. We will keep you posted on the progress of these searches. Please join us in congratulating all of these individuals on their new responsibilities.	0
Update on Intelligent Diagnostics	Dear Shareholders, Several months have passed since I last told you of the pending sale of Intelligent Diagnostics Inc (formerly known as askRed.com or DrRedDuke Inc) to Dynasty Technologies. Unfortunately, the deal originally contemplated appears unlikely due to adverse market conditions and financing difficulties, which seem to be seriously impacting Dynasty's business just like many other businesses. Dynasty has been shrinking its operations and moving some of their operation overseas. We are currently exploring a new business plan with Dynasty that would involve a newly created company spun off from Dynasty as the principal vehicle for development of the diagnostic software and related products. Such an approach may be the best way to proceed. However, a newly created entity will face all of the usual problems as any other startup, plus it will be doing so in a harsh economic environment. If you have any suggestions, please advise. I regret that we still have this business in a state of limbo and wish I could offer some encouraging news based on signs in the marketplace. I'm sure you are seeing the same bleak outlook that the WEDGE team, Dr. Casscells and I are encountering as we continue to chase leads for new sources of funds. I will send more updates as the possibilities evolve. Please feel free to call me at any time....713 332 6856 (office) 713 667 5420 (home).	1
Organizational Announcement	As we continue to address a number of issues facing Enron, it is critical that the company remain focused on attracting, motivating and retaining a diverse and talented workforce. We strongly believe that our workforce is world-class -- the best in any industry, so we will continue to develop and reward this tremendous talent base. Because the lasting strength of our company is determined by the strength of our workforce, we are elevating the role employee-focused functions play within Enron. We are pleased to announce that effective immediately Human Resources, Employee Responsibility, and Executive and Corporate Compensation will report directly to the Office of the Chairman. David Oxley, Vice President, will continue to oversee Enron's Global HR function. The lead HR representatives for the individual business units will report to David in addition to their respective Office of the Chairman. Besides managing Recruiting, Staffing, Training, Compensation and the Performance Evaluation Process, David will also add Payroll and Labor Relations to his list of responsibilities. Cindy Olson, Executive Vice President, will have responsibility for Employee Relations and Corporate Responsibility, which includes Social Responsibility, Community Relations, Diversity, Employee Relations, Redeployment, Alumni Relations, Employee Events and Programs, Benefits, Wellness, and Worklife. Mary Joyce, Vice President, will continue to have responsibility for Executive and Corporate Compensation in addition to Global Employee Information Management and Reporting and Analysis. David, Cindy and Mary will each report to the Office of the Chairman. A detailed organizational chart is attached. Please join me in congratulating David, Cindy and Mary on their new responsibilities. http://home.enron.com:84/messaging/hrorgchart18.ppt	0
Management Changes	As you may know, Jim Fallon and Rich DiMichele have elected to leave Enron. Effective immediately, Dan Leff will assume management and leadership responsibility for Enron's wholesale businesses, in addition to his current responsibility for our retail businesses. It is critical that we continue to focus significant effort and attention toward maximizing the value of these businesses. Bob Semple, of Zolfo Cooper, will continue to stay closely involved in an advisory capacity with Enron's wholesale and retail business activities. Dan will report directly to Enron's Office of the Chief Executive.	0
Farewell	I have accepted a position with AEP's Portland office, effective today. I do not have contact information at AEP yet, but if you wish to contact me you may do so by email at taperry1@attbi.com. It has been a pleasure working with all of you over the past year and three quarters. I wish you the best of luck in the future. Todd A. Perry	2
temporary contact info	just wanted to share my temporary contact info with everyone before i move-- i will continue to use my Yahoo! email address (digamma74@yahoo.com <mailto:digamma74@yahoo.com>), and will also keep my cell phone number for the next few months: 646-498-4301. By about March 25th, all other info for me will be inactive. Dylan ps-- if you don't know yet, i am moving to houston... feel free to share this info if anyone asks for it. pps-- if you need more info, "Reply" just to me. Do not "Reply All" to everyone on this email distribution list.	2
Enron Federal Credit Union Announces New Name!	We're beaming with excitement to share our new name with you! It's a name that reflects the true culture and beliefs of your Credit Union, and represents the reliable and innovative services you expect and enjoy as a member. Due to the unfortunate circumstances that surround Enron Corp., we believe it is important to change our name for the sake of our membership and our organization. Careful consideration went into choosing a name that we feel describes our Credit Union's trustworthiness, shining service, and extensive product line that offers value and convenience to each of our members. All of your Credit Union accounts remain unaffected, including your membership, loans and other account services, as does our friendly staff. Over the next few weeks, watch your mail and our web site (currently www.enronfcu.com) for information about our new web portal and e-mail addresses, as well as communications regarding your options to receive new ATM cards, VISA check cards, credit cards and checks. Give us a call with any questions at 713.853.6242, or drop us a note at efcu@enron.com. Also, watch your mail for information about our new location coming soon! We look forward to sharing a bright future with each of you under our new name!	1
Media Coverage of Enron	While it has been discouraging to see an endless stream of negative news coverage about Enron, we want you to know about some positive news that is starting to emerge. ABC News was at Enron today because they want to do a story about Enron's future, our business going forward and the tremendous work being performed by the remaining 20,000 employees worldwide. The segment is scheduled to appear on both Good Morning America and on ABC World News Tonight with Peter Jennings on Wednesday, Feb. 20. The Good Morning America piece will be kicked off with a live feed from the Enron Building tomorrow morning at 7 a.m. CST. Check local listings for the air time of World News Tonight. While there is no guarantee that these stories will be glowing pieces about Enron, the interest by ABC in running a positive story is encouraging. We wanted to let you know about these stories before they air. Additionally, two articles featuring interviews with Interim CEO Steve Cooper ran yesterday in USA Today and the Los Angeles Times. We are forwarding them to you for your information. Thank you for your support as we work to turn the tide of media coverage and public perception of Enron and its employees.	1
Jeff McMahon Named CFO	Today we announced the appointment of Jeff McMahon as Enron's chief financial officer. In my continued discussions with the financial community yesterday and today, it became clear that this move was required to restore investor confidence. Jeff has unparalleled qualifications and a deep and thorough understanding of Enron. He is already on the job and hard at work on the issues before us. Andy Fastow will be on a leave of absence from the company. Jeff had been serving as chairman and CEO of Enron Industrial Markets. He joined Enron in 1994 and spent three years in the London office as chief financial officer for Enron's European operations. Upon returning to the U.S., Jeff was executive vice president of finance and treasurer for Enron Corp. In 2000, he was named president and chief operating officer of Enron Net Works. I know all of you are concerned about the continuing decline in our share price. I am too, and we are working very hard to turn it around. Appointing Jeff as CFO is one important step in that process. But most of the solution involves just continuing to do our jobs with excellence. The fundamentals of our business are strong, and I think the market will begin to see that as we continue to perform. Please join me in giving Jeff your full support, and thank you for all of your continued hard work.	1
