subject	body	cluster_id
RE: Information (Confidential)	Jordan: (1) Yes to Section 13 (any and all filings required by the '34 Act)---10-Qs, 10-Ks, 8-Ks, 13Ds, Form 4s (pursuant to Section 16) etc. Any and all '34 Act filings by Enron Corp. are available at the SEC's website----that is the fastest and most efficient way to access them. (2) SEC file number: Enron Corp.-1-13159; (3) Total assets and liabilities: I would use our latest 10-Q filed last week; however, as we all know, these are not only unaudited, we do not have the AA SAS 71 letter (limited review letter required for quarterly financials). Perhaps we should consult Causey as to the answer to this question (although my best guess would be the third quarter financial statements just filed with the SEC; (4) Debt securities and number of holders---I would have no way of knowing this---I would check with corporate treasury (Tim DeSpain, Clint Freeland and the folks in their group). The group responsible for paying the interest on our debt securities would know the answer to this, and that would be corporate treasury. As to number of holders, they may have to contact the trustee of the debt securities (for most of the public debt securities, I believe that would be Bank of New York, as successor trustee to Harris Trust, Enron's long-time trustee; (5) Number of shares of Preferred Stock ---I thought this list was included in the schedules to the Merger Agreement, but I can't seem to put my hands on the schedules. I will try to get this list to you today or early in the morning (Sunday). Brenda Funk may also have an up-to-date list (the recent preferred stock issuances relate to structured financings, which are deals I don't work on---that's the reason I don't have this info at my fingertips---but I think I can get it for you, tomorrow morning, if not today); (6) As of October 31 (according to 10-Q filed last week: 743,904,638 shares of common stock issued and outstanding (this does not include treasury shares---if we need that number, we will have to get from the corporate secretary's office); (7) Desciption of Enron's business: I agree with you, we can lift this from the current 10-Q filed last week (anything before that may be out of date); (8) Look at the draft of the Proxy Statement that I sent to you yesterday (the reference to Janus is as of February of this year---as you know, institutional holders of 5% or more only have to file an annual Schedule 13G (on on before Feb. 14 of each year). Of course, other 5% or greater owners must file a 13D shortly after acquiring their holdings, and I am not aware that we have received a Schedule 13D lately (the issuer is supposed to receive a copy, as well as the SEC). Mark Koenig in Investor Relations might have a handle on who Enron's current owners are (without a Schedule 13D, we can assume that no one else owns in excess of 5%). (9) With respect to Enron Corp. common and second preferred convertible stock, there are literally thousands of holders. I assume the only way to get this information is the shareholder lists from the Transfer Agent (or, possibly the corporate secretary's office would have this info---if not, they would be the group that knows how to get it); (10) See No. 9 above. Jordan and Julia: The information that we would need to get from Enron's transfer agent or Enron's trustees for its debt securities would not be available from those entities until Monday; if we needed it before then, as noted above the best sources of information would be the Enron Treasury group (with respect to debt securities outstanding) and the corporate secretary's office (Paula Rieker and Elaine Overturf) with respect to shareholder lists. I apologize in advance that I will be necessarily out of pocket Saturday afternoon, but plan to be in the office all day Sunday if I can help with this. Thanks, Rex -----Original Message----- From: Mintz, Jordan Sent: Friday, November 23, 2001 4:52 PM To: Rogers, Rex Cc: Schuler, Lance (Legal) Subject: Information (Confidential) Rex: As I mentioned in my voicemail earlier today, we need the following information this weekend for the legal entities Enron Corp(some of which I think we already have and I have noted in parenthetical, below): (1) Whether we file periodic reports with the SEC pursuant to 'Section 13 or 15 (d) of the '34 Act (Yes--which?) (2) What is the SEC file number? (?) (3) Total assets and total liabilities as of a specified date (Should we use our Q3/10-Q filing of last week?) (4) Debt securities held by more than 500 holders (indicate whether secured, unsecured or subordinated, amount of debt and approximate number of holders). (5) Number of shares of preferred stock and approximate number of holders (?) (6) Number of shares of common and approximate number of holders (?--I believe that both #s 5 and 6 relate to issued, rather than authorized, but I'll get clarification) (7) Brief description of Enron's business (10-Q) (8) Names of any person who directly or indirectly owns, controls, or holds, with power to vote, 5% or more of the voting securities of Enron (?) (9) List of all equity security holders of each class of security, including showing the number and kind of interests in the name of each holder and the last known addres or place of business of each holder(?) (10) The list noted in #9 should reflect equity security holders as of day of filing; accordingly, transfer agent should be notified that a list will be required to enable them to prepare an accurate list. I may be reached in the office at 713-853-7897; home 713-838-2990; or on my cell at 713-301-4807. It may be helpful to get Eickenroht or Clem to assist us on this. Thanks. Jordan	1
RE: Supervisory Board Meeting on 2001-11-20	I believe that the Resolutions No. 4, 6 and 9 are not correct in terms of the text: 1. resolution no. 4 is not correct since the S.Board did not review the new (attached) changes to the budget and did not approve it. There was also an amandement to the text of the Resolution re. the line items and the total amounts exeeding the approved budget. I believe that the draft Budget with the new amendemends must be reviewed once again as a whole at the next Sup.Board meeting before it can be enacted. 2. Resoltuions No. 6 and 9 - the vote descritpion is not correct Regards - Jarek -----Original Message----- From: Maziarz, Renata Sent: 23 November 2001 08:14 To: Overfield, Adam; Cattigan, Ed; Edgley, Anne; Derrick Jr., James; Astramowicz, Jarek; Forycki, Krzysztof; Wantschek, Lloyd Cc: Glowacki, Jacek; Sierzega, Iwona; Lojko, George Subject: Supervisory Board Meeting on 2001-11-20 Importance: High Dear All, Attached please find the following documents for the Supervisory Board Meeting dated 20 November 2001 for you final approval and signatures. kind regards, Renata Maziarz	2
In re F&J Representation	By telefax of November 21, Uriel Dutton of F&J provided a proposed waiver letter agreement for our review. I will have copies of that proposed agreement circulated by hand-delivery and fax to all those on this list and to Mariner's GC. At present, I am not sending this e-mail to Mariner's GC. If there is someone else I need to send this e-mail to, please let me know. Chuck and I have reviewed the letter, believe it to be overly broad, and hope that F&J is willing to negotiate further, along the following lines: 1. On page 1, third full paragraph, second line, we suggest inserting "Enron Corp. and " between "representation of" and "Enron's affiliates". 2. On page 4, paragraph (4), we are concerned about the third sentence, which reads as follows: "Enron Corp. agrees that it will cause each existing or future affiliate of Enron Corp. to comply with the agreements of the Enron Entities herein set forth." We think, although we do not know for sure, that F&J's concern is that F&J may become adverse in the future to some existing Enron entity that F&J does not currently represent, or that does not currently exist, and that either of these two entities may seek to assert disqualification based on F&J's current representation of Enron entities. If this is the reason for the sentence, we don't see how an existing Enron entity or future Enron entity could assert a conflict that has been waived by the Enron entity that is actually being represented. We also have a concern about asking Enron Corp. to cause all of its "affiliates", as defined in the letter agreement, to comply with it. Enron Corp. may not have the power to require all its "affiliates" to comply. Our suggestion would be that this letter agreement be signed on behalf of all the actual Enron entities currently represented by F&J, including Mariner. 3. On page 4, 17 lines from the top, we find objectionable the language that begins, "Without limiting the foregoing..." It seems to us that here, F&J wants all the Enron companies to be considered separately for disqualification purposes, and perhaps to be able to sue one Enron entity even though F&J is representing another Enron entity in a substantially related matter. 3. On pages 4-5, paragraph (5), we have a concern about the third sentence, which reads as follows: "If Dynegy declines or fails to do so promptly after receipt of our request, it is expressly agreed and understood that F&J shall be entitled..." Our concern is that we are committing Enron entities to an agreed course of action post-merger based on speculation as to what Dynegy may or may not do. Our suggestion would be that we simply ask F&J to delete all but the first two sentences of paragraph (5). 4. Please note that under the terms of this proposed agreement, we are not requiring F&J to be liable for the ramp-up costs of new counsel for, e.g., the Licensing Project or the asbestosis cases (in the event that Enron Corp. cannot be dismissed from the asbestosis cases pre-trial). We do not believe that ramp-up costs will be something F&J will agree to if we need F&J to take on the new Mariner matter. Mariner's GC called me today to advise that it was urgent that she know today or tomorrow whether F&J was going to be able to represent Mariner on a new, critical asset-sale matter that is scheduled to close no later than December 27; otherwise, she will need to hire other counsel to handle that matter. Please let us have your comments as soon as possible. Britt	1
ENS - ST Rotor Claim - Draft Form of Acceptance	Ed: Based on the message below from Alf, I assume Heath-Lambert has been assisting you with this and agrees with your approach. If they agree, I think your approach in completing this is appropriate. Good work. Paul From: Cattigan, Ed Sent: Monday, November 26, 2001 8:30 AM To: Astramowicz, Jarek; Overfield, Adam; Forycki, Krzysztof; Edgley, Anne; Wantschek, Lloyd; Derrick Jr., James Cc: Glowacki, Jacek; Martin, Sophie; Hackett, Christian; Willott, Carys; Muscroft, Brian; Parrish, Paul E. Subject: FW: ENS - Draft Form of Acceptance Good Afternoon Attached are 2 documents in relation to final Settlement of the outstanding Delay in Start up (relating to the replacement of the previously damaged rotor) claim. One is a detailed history of the claim and the other a final acceptance notice proposed by the brokers. I have been negotiating the outstanding portion of the claim now for nearly 9 months and believe that due to the circumstance surrounding the late delivery of the rotor and the advice of external council this settlement is acceptable to ENS. Will you please advise wether you agree with accepting this sum as full and final settlement. In way of context this settlement is $750k of a possible $901k an 83% success on a claim we had been advised would not have been worth taking to arbitration if the insurers had become difficult. regards Ed Sophie. Could you please confirm that you are happy with the wording of the acceptance notice. NOTE I would really like to complete this by Wednesday this week as this is my last week. -----Original Message----- From: BODIMEADE, Alfred [mailto:ABodimeade@heathlambert.com] Sent: 26 November 2001 10:34 To: 'Ed Cattigan' Subject: FW: ENS - Draft Form of Acceptance Ed Let me know a.s.a.p. if you have any problem. I think the figures are correct. Alf	2
In re F&J Representation	Bob and I just spoke with Steve Susman. I tried to mention the points you asked. Here are his comments: 1. F&J probably could not simply send us our files back and put itself in a position to be adverse to us with Arthur Anderson. Susman believes that there is a "hot potato" rule that prevents F&J from doing so. 2. That being said, Susman doesn't care if F&J represents Arthur Anderson or anyone else potentially adverse to us in the actions he is handling. 3. Susman would not, however, agree to a broad advance ethical waiver, as proposed by F&J. He does not believe such waivers are effective. Susman would agree to a waiver once we were advised who F&J wanted to represent. I don't know whether F&J would agree to this or not. 4. Susman recognizes that we cannot force F&J to take on the new Mariner matter, and that this is ultimately a risk/benefit decision for us to make, and that we may have to agree to terms that we otherwise wouldn't agree to. Parenthetically, I have received no comments on F&J's proposed waiver letter. Under the circumstances, from his standpoint, Bob is inclined for us to get the best deal on the waiver letter that we can with F&J, but that if F&J won't budge, that we take something along the lines of what they have given us (Bob, let me know if I have mischaracterized your thoughts). From my standpoint, I unfortunately think there are some parts of the letter that we must have changed. This would be to the extent that the letter purports to have Enron Corp. agree to bind all the Enron entities, and to the extent that it involves Enron's agreement to what will happen after the Dynegy merger (as I set out in my earlier e-mail). My recommendation would be, as set forth in my earlier e-mail, that only the Enron entities currently being represented by F&J sign it and be bound by it, and to remove the language regarding what Enron would agree to after the Dynegy merger. I also find the advance ethical waiver language repugnant, but could agree to it if the other modifications mentioned could be made. I do not know whether F&J would be willing to make these changes or not. Our biggest problem right now is time-management. I know that Mariner wanted to make a decision by today as to who to use. I am willing to confer with Dutton ASAP to see what F&J would agree to, and if he can agree in principle, to send him a proposed draft agreement. I believe he is out of the office but is checking his voice-mail. Please let me know what you want me to do. Britt	1
Fwd: Another 401(k) story - tomorrow	It looks like an Oregonian investigative reporter is trying to put a story together suggesting that our management advised employees that they should be investing in Enron stock through their 401Ks (see attached note from our public affairs). Jim (or Rob), should we be conferring with Enron defense counsel on this, and if so who? dn Date: Mon, 26 Nov 2001 17:34:21 -0800 From: "Scott Simms" <Scott_Simms@pgn.com> To: "Angela Torretta" <ANGELA_TORRETTA@pgn.com>, "Arleen BARNETT" <ARLEEN_BARNETT@pgn.com>, "Armenta Mason" <Armenta_Mason@pgn.com>, "Carol Dillin" <Carol_Dillin@pgn.com>, "DOUGLAS NICHOLS" <DOUGLAS_NICHOLS@pgn.com>, "FRED MILLER" <FRED_MILLER@pgn.com>, "Gail Baker" <GAIL_BAKER@pgn.com>, "Kregg Arntson" <KREGG_ARNTSON@pgn.com>, "Mark Fryburg" <MARK_FRYBURG@pgn.com>, "Pamela Lesh" <PAMELA_LESH@pgn.com>, "Patrick Stupek" <PATRICK_STUPEK@pgn.com>, "PEGGY FOWLER" <PEGGY_FOWLER@pgn.com>, "Scott Simms" <SCOTT_SIMMS@pgn.com> Subject: Another 401(k) story - tomorrow Mime-Version: 1.0 Content-Type: multipart/alternative; boundary="=_C994FA67.1F7E4D46" Jeff Manning at The Oregonian called to say tomorrow's newspaper will have another report on the Enron 401(k) problems, and the connection to PGE through the details of three lawsuits. I said nothing new, but did clarify a quote that had appeared from PGE in the previous story Manning wrote. I've copied Doug on this because the issue is getting more serious. Manning informed me that The Oregonian has now assigned him and Gail Hill to "charge ahead and do more on this story." They want to sit down with HR and review documentation that proves that we have provided financial planning counsel, that we have provided information about diversifying portfolios, etc. This is strongly leaning in the legal area, and we would like to have counsel before saying anything further. We can't expect much cover from Enron, either: Manning vented to me about how no one there will return his calls. Carol, Gail, Kregg and I can be available to meet early tomorrow to discuss how to move ahead on this. Doug, let us know if sometime before noon might work for you. Thanks.	2
Supplemental Consent Agenda Issued	Today FERC has issued a Supplemental Notice for the Commission meeting agenda which may become common practice. The public meeting is scheduled for tomorrow and is expected to last most of the day. Discussion items are: Gas Pipeline Operational Flow Orders, GX01-1 Kinder-Morgan 637 Compliance Filing, RP00-343 Efficient and Effective Collection of Data, GX01-2 Report of Natural Gas Sales to the California Market, RP01-397 Electric: Generation Interconnection, EX01-5 Investigation of Terms and Conditions of Public Utility, EL01-118 ARCO v. Calnev Pipeline, OR01-8 Ameren Services, ER01-1136 Northeast Utilities, ER01-2584 Midwest ISO, ER98-1438 Carolina Power & Light, ER01-1807 PP&L Montana, P-2188 Pacific Gas & Electric, P-137 East Tennessee, CP01-80 (expansion project for Tenn./Ga line) Consent items that will be taken up without discussion of interest is the GISB and Order 637 rulemakings (RM96-1-008 and RM98-10/12) and OCS rulemaking, RM99-5.	2
FW: TW Daily Balance Report	The attached file has July 2001 and September 2001 analyzed. I have compared the TW Balance Report to Actuals for July 2001 (see attached spreadsheet) and feel that the Fuel Retention numbers are good. The Fuel Burned numbers are generally too low due to missing 3-days of actuals and some fuel meters are inputted only once a month and will be missing from the balance report. However, when you use Ken's report just estimate the fuel numbers 25% higher and you will be OK. The remaining volumes (Retention less Fuel less Sales) will equal imbalances and UAF. Ken's report (area under construction) needs work to solve the imbalance question and we can discuss this next week. He will be in Houston Monday and Tuesday. Also, I want to make one thing clear. Sales go to the bottom line, however if your selling imbalance gas received from a customer or line pack you will have an expense offset that also goes to the bottom line. Conversely, if you are repaying (giving) gas to a customer you will have an expense credit that goes to the bottom line. Over-retained gas (Retention less Fuel less UAF) is the only bottom line amount. You can sell the gas outright or sell it to the customers imbalance or linepack. If you sell it to linepack or volume valued imbalances, you will have taken on commodity risk. We can discuss TW's risk profile next week. Dan -----Original Message----- From: Powers, Ken Sent: Tuesday, July 31, 2001 2:00 PM To: Doll, Jeanette; Donoho, Lindy; Fancler, Dan; Geaccone, Tracy; Harris, Steven; Moore, Jan; Schoolcraft, Darrell; Watson, Kimberly Subject: TW Daily Balance Report Please see attached. Call me if you have any questions. Ken Powers (402) 398-7065	2
RE: ECS Contract Review & New Idea	Dave, If possible, I would like for you to sit down with Lindy and a few folks from our group who have been looking at this. I want to make sure that it would be an efficient use of your time and that we would not be duplicating anything. I will have Lindy contact you so we can set something up and then move forward as necessary. Thanks. Steve -----Original Message----- From: david.a.foti@accenture.com@ENRON Sent: Tuesday, October 30, 2001 7:20 AM To: Harris, Steven Subject: ECS Contract Review & New Idea Steve - I worked it out so you will be getting the lowest possible rate for my time, $175/hour (normal rate is $350). I would like to send you an engagement letter this week for up to 3 weeks or 120 hours ($21k). I think we can get it done in less time but the 120 hours provides some flexibility if we decide to go deeper on something -- we would only charge you for the hours we use. I am visualizing the deliverable as an analysis of your restructuring options as well as the NPV, Income, and operational effect for each. To the extent time allows, I will be able to help negotiate and close whatever option you choose. In order for me to offer our preferred rate, it is important to note that I would need to be able to do this project on somewhat of a flexible basis (e.g. Friday meetings, emails, and phone vs. being on-site 3 weeks full-time). Even with this flexible structure, I feel confident that we can have the deliverable complete by mid December. Please let me know if it is ok to draw up an engagement letter with these terms. ======================== As for the new idea ---- I have been spending much of my time lately helping merchant power generators think about ways to leverage the value of their asset position/market intelligence. It occurred to me that there is an analogy here that relates to pipelines. Pipelines have operational "events" that may have market effects: Unplanned outage (major/minor/duration/notice) Planned outages over a certain volume Operation flow order/ SOLs Key Plants backed in Takes over schedule volumes key points Linepack levels Pressure drops at key points Since the pipeline is exposed to gas prices through gas needed for operational purchases - it is rationale that these phenomena would be studied and acted (read traded) upon in order to minimize TW's market risk (read generate income). TW can setup a risk management group to execute this idea. It is not unusual for a pipeline to have a risk management function - Duke Pipeline for example has a VP of Risk Management for Pipelines. These "events" would be studied in the follow way - 1. Determine whether there is a correlation between an "event" and gas prices/basis differentials. - based on historical data. 2. For those events that have a strong correlations, develop a trading strategy around the relationship. 3. Back-test the trading strategy against historical data - determine profitability. 4. For operational "events" that are applicable, setup a system to execute program trading that is directly linked to SCADA. Secondary benefits of this risk management (trading) strategy, would be developing the expertise to make decisions related to benefits of selling the capacity physical vs. through basis derivatives. (or some combination of both) Steve, if you are interested in this idea I can start drawing up a workplan for this study. Dave David A. Foti Accenture 2929 Allen Parkway, Suite 2000 Houston, Texas 77019 713/837-1997 ----- Forwarded by David A. Foti/Internal/Accenture on 10/30/2001 06:50 AM ----- David A. Foti To: Steven.Harris@enron.com 10/27/2001 04:13 PM cc: Subject: Contract Review & $20 MM RCM Steve - I have some ideas related to ECS contract restructuring options. If your team is available I could come by next Friday mid-morning or later to start discussing with them. On the administrative side, I am working to nail down the lowest hourly rate I can get for you. I would probably propose something like 80 hours * rate, in the engagement letter. This amount of time should be adequate to put together a short study on your different options. I will send you a engagement letter this week. I would just need to get that signed by you before Friday. Also, please let me know if you need any other information on the Reliability Centered Maintenance idea, as you prepare to talk to the other officers. Dave David A. Foti Accenture 2929 Allen Parkway, Suite 2000 Houston, Texas 77019 713/837-1997 Steven.Harris@enron.c om To: David A. Foti/Internal/Accenture@Accenture cc: Audrey.Robertson@enron.com 10/11/2001 10:56 AM Subject: RE: TW Earnings Idea - Twist on ECS Deals Sounds great. Just check with Audrey (3-5849) and she can put you on my calendar. I am out all of next week. Thanks. Steve -----Original Message----- From: david.a.foti@accenture.com@ENRON Sent: Wednesday, October 10, 2001 3:52 PM To: Harris, Steven Subject: TW Earnings Idea - Twist on ECS Deals Hello Steve - Haven't talked to you in a while, hope all is well. A quick update - I moved over from EES to Accenture's Energy group about six months ago and have been focusing on Trading and Risk Management & Pipeline Optimization projects. I had an idea which I thought you might find interesting. Accenture has a strategic alliance with a technology provider for Reliability Centered Maintenance (RCM) -- basically an advanced methodology & technology for making maintenance decisions. They are the standard for electric T&D companies and are now trying to move over into the pipeline segment. This is how I was thinking about using them to structure a deal: 1. TW hires Accenture to implement RCM 2. RCM Benefits are determined by a pilot project (4 weeks) 3. Accenture pays TW upfront for 10 years of projected benefits from RCM (say $20MM) as part of our "guarantee" 4. TW pays Accenture an annual licensing fee for the use of RCM over the next 10 years which will flow into the next rate case. I am currently pursuing another project with Ben Asante, so I am around the Enron building. Let me know if you would like to get together to discuss further. Hope all is well. Dave 713-252-9061 (mobile)	2
RE: SoCal Gas CPUC Proceeding	I agree with Lindy, I don't believe we want to mention anything about "Shipper Imbalances" my suggestion is to restate this paragraph like this: In instances where SoCalGas happens to issue an Operational Flow Order ("OFO") during the Intraday 2 cycle, it can create imbalances with Transwesterns Customers. Because it does not afford Transwestern an opportunity to pass along these reductions to our upstream parties. When an OFO is issued in the Intraday 2 Cycle, an allocation is passed on to Transwestern through the confirmation process with SoCalGas. Due to the timing of these OFO's, Transwestern is not afforded an opportunity to confirm such reductions with Transwestern's upstream parties. If you have further questions, please give me a call. Thank you. Terry Kowalke	1
FW: TW Available Capacity for 2002	We made assumptions for all available capacity to be sold in the 2002 Plan at various rates. The only available capacity we did not make an assumption for was the 40,000/d in June for the Red Rock expansion. Below are the assumptions: Un-subscribed Contracts: (Assumed at following rates) East of Thoreau to East of Thoreau: 24198 Sid Richardson (ROFR) 6/1/95 5/31/02 35,714 0.05 25374 KN Processing 6/1/98 Mo./Mo. 23,000 0.05 27291 Duke 8/1/00 7/31/02 20,000 0.02 27377 Agave 3/1/01 2/28/02 10,000 0.02 27579 Duke 5/1/01 5/31/02 20,000 0.02 East of Thoreau to West of Thoreau: 25841 PG&E Trading 2/1/00 10/31/02 40,000 0.08 26511 PG&E Trading 11/1/99 10/31/02 21,000 0.12 27340 OneOk 2/1/01 1/31/02 10,000 0.12 27340 OneOk 2/1/01 1/31/02 10,000 0.08 Thoreau to West of Thoreau: 27583 North Star Steel 5/1/01 5/31/02 1,300 0.04 Ignacio to Blanco 27342 Sempra 1/1/01 12/31/01 30,000 0.02 S. Ignacio to Blanco: N/A Unsubscribed July Sept 29,000 0.04 Volume Rate EOT to WOT 14,000 0.08 4/1/02-10/31/02 Blanco to Thoreau 1/1/02-10/31/02 32,500 0.05 11/1/02-12/31/02 11,000 0.05 Red Rock Expansion: Assumed 40,000/day in June not sold. -----Original Message----- From: Geaccone, Tracy Sent: Monday, November 26, 2001 8:09 AM To: Moore, Jan; Donoho, Lindy Subject: FW: Importance: High Can you help me with this one? -----Original Message----- From: Hayslett, Rod Sent: Friday, November 23, 2001 9:49 PM To: Geaccone, Tracy Subject: Do you know how much capacity is available to sell in the plan for 2002 and is not sold, ie how much capacity is not being utilized? TW of course.	2
Jan NSS clean up	Here is what we think the problems related to Jan close are: Problem #1: when we killed all forward PGL deals in TAGG for the inventory transfer, we killed Jan activity even though most of this gas flowed. Solution #1: We added Jan activity back into the book and removed only the portion of gas that did not flow. Total Jan activity was $7.2 million for NSS 2 and we added $5 million back into the book for the gas that actually flowed. Problem #2: We add erroneously added back Nov and Dec liquidations into Jan for NSS1. These liquidations basically represent the inventory balance for NSS 1. Solution #2: We have killed the annuity to add back the liquidations. This will create a $13 million loss for Jan. The offsetting value was booked when we booked the inventory sell to PGL on 1/18/02. We hope the above transactions will correct Jan P&L and the month-to-date P&L will represent a more reasonable amount. This should close out all of the EMW activity. Call me if anyone has any questions. Richard 312.541.1231 -----Original Message----- From: Kennedy, Phyllis R. Sent: Monday, February 04, 2002 10:51 AM To: Tomaski, Richard Subject: RE: Attached is the file. Let me know if you have any questions. Thanks! -----Original Message----- From: Tomaski, Richard Sent: Monday, February 04, 2002 10:28 AM To: Kennedy, Phyllis R. Subject: RE: phyllis I would have expected big negative liquidations for NSS1 for Nov and DEC on your schedule. These should have been offset with big annuities to net to zero. Do you have the liquidation schedule for NSS1 for Nov & Dec? -----Original Message----- From: Kennedy, Phyllis R. Sent: Thursday, January 31, 2002 3:37 PM To: Mixon, Daryl Cc: Tomaski, Richard Subject: << File: 200112_annuities_scedule&email.xls >>	2
RE: GD Options	thanks. I'll look at the PGL deals in a few minutes We think we may have found part of the problem. We believe that the problem may be in the way we booked annuities to zero Nov & Dec activity for NSS year 3. I would like to bounce it off you when we pull all the info together. Once we correct the problem, we need to change Jan for EMW and enovate. Phyllis said it was not too late. Do you know of any reason that we couldn't restate Jan today? I'll call you later. Richard	1
FW: EMW liquidation	Here is my recommendation for the liquidation of EMW. I would like to transact as early as Monday, so let me know if we need to clear any other hurdles before transacting. 1. Terminate all physical and financial deals between ENA and EMW. (approximate $24.5 million loss to EMW and gain to ENA). The loss will be removed from EMW's commodity book and recorded in Schedule E. This creates a payable on ENA and a receivable on EMW. Jeff - can you help create a document that terminates all transactions with ENA starting in Feb 02? 2. Sell all NSS inventory to PGL at current market price (expected proceeds $24 million in Cash). I think both parties are agreeable to using the relevant published Gas Daily price on the trade date. EMW will generate transaction confirmation under the master purchase agreement 4. Cash proceeds will be used to pay down I\C payable with ENA. Cash will be expected on trade date. 5. EMW will continue to show its receivable from ENA from the termination of the hedges and the I\C payable to ENA on its balance sheet. Accounting is researching if netting these amounts is appropriate. EMW will carefully monitor these balances. It is important that the I\C balance not be reduced to an amount less than its receivable to ENA. Additional income \ cash generated in EMW will be moved to enovate to prevent future I\C pay down. We hope to have the accounting for Dec activity finished soon. EMW's books will be left with some demand charge related to the Trunkline deal and may have some other "sleaving" transactions such as the ROG transaction. I will work with Phyllis and Mark to finalize the NSS program Year 2 and calculate a demand credit, if any, to PGL. I expect EMW to remain dormant, except for the above, until a final decision is made on it status. Richard	2
FW: potential write offs 12/01 gl	Can you guys help try to resolve these differences? We may have to write them off anyways, but we need to know what they relate to. I think Phyllis Kennedy should be able to provide some more detail. Thanks Richard -----Original Message----- From: Penman, Gregg Sent: Wednesday, January 09, 2002 4:36 PM To: Koerselman, Lisa Cc: Tomaski, Richard Subject: RE: potential write offs 12/01 gl Richard and I will discuss this tomorrow and probably give you a call. Thanks - Gregg -----Original Message----- From: Koerselman, Lisa Sent: Wednesday, January 09, 2002 3:28 PM To: Penman, Gregg Cc: Kennedy, Phyllis R. Subject: potential write offs 12/01 gl Attached is a spreadsheet with the potential write offs in 12/01 general ledger. In addition, I think Phyllis talked to you about other changed - i.e. we will not be booking UA4 or FTA in 12/01 general ledger. Please let me know if you have any questions. I am not sure of the process on our end, I have submitted this information to Greg Whiting who is going to submit it to his boss, etc. I will let you know when I hear something back from them and please let me know if there is a problem on your end. thanks Lisa	2
Forward Contract Close Out	Great River Energy has been advised to close out the forward contract of May, June and July, 1,000 per day, pruchase price of $2.895/mmBtu at Ventura. I am open to a settlement based on the change in the market price for May, June and July at Ventura. Let's discuss today.	2
RE: Fixed Forward Contract Purchase - Ventura	I talked to Brian Frihart on Friday and purchased 3 fixed forward contracts (1000 per day for May, 1000 per day for June and 1000 per day for July) at $2.895. I would like to purchase some more. Let's talk.	2
FW: risk liaison	Just wanted to follow up per our discussion. I'll hopefully speak with Zhiyong soon and can have a more suitable point of contact. Dave -----Original Message----- From: Stock, Steve Sent: Tuesday, February 05, 2002 1:04 PM To: Dronet, David Subject: RE: risk liaison Sounds like a Job for Zhiyong....... -----Original Message----- From: Dronet, David Sent: Tuesday, February 05, 2002 12:59 PM To: Stock, Steve Subject: RE: risk liaison This is actually a trader going to UBS. We can discuss later this afternoon at our meeting. Dave -----Original Message----- From: Stock, Steve Sent: Tuesday, February 05, 2002 12:06 PM To: Dronet, David Subject: RE: risk liaison David, from a Gas perspective, Iain Greig is running the show as far as I know. If this is clearly an Estate issue (not too apparent from your e-mail), then we should let Iain field the issue initially. regards Steve -----Original Message----- From: Dronet, David Sent: Tuesday, February 05, 2002 11:22 AM To: Stock, Steve Subject: risk liaison Steve, John Griffith, a financial trader has approached me asking for some support of some risk/trade worksheets that he had been receiving help from Greg Couch on. Franky Sulistio is currently working with John to learn these applications so that he can help, but John is really looking for a more risk knowledgeable resources, one that can support him from front to back office. Greg Couch was apparently developing a good bit of stuff for him and risk. Do you know who I could point him to for this support? Thanks, Dave	2
Florida Spread Option	I'll come around to discuss.... Eric	2
Option Grid Changes to show months with 0 value	John, I went through the code and realized that the change to show months with 0 value is a little big change and cannot be done in hours. The problem I see is that when portcalc values a post id, it does not create any data in database for the months where you do not have positions. What it means it can be done but it will take minimum 3-4 days to make the changes, test it and give it to you. Also it will slow down option grid a little more as I need to build rows with 0 values which are not in database. I just wanted to give you an update and I will talk to Karima & Francis to let them know how we are going to handle it. Let me know if you have any questions.	1
RE: Texaco	Mike: It seems to me that we can proceed one of 2 ways. Those alternatives are as follows: 1. We could write a letter to Texaco and demand payment for the withheld amount. 2. If we are paying them this month, we could withhold the $1.5 million from the amount we are paying them. Of course, we would need to provide them some sort of explanation. My preference at this time would be to do the first item. If you could have someone provide me with the details of the transaction they withheld the money on I could draft the letter. If that letter brought no response, then we could consider taking the action outlined in the second item. I trust all is well with you. I look forward to hearing from you. Thanks, Jeff -----Original Message----- From: Grigsby, Mike Sent: Monday, October 22, 2001 5:00 PM To: Hodge, Jeffrey T. Subject: Texaco Jeff, How should proceed with Texaco and their 1.5 million withholding? Thanks, Mike	2
Risk memo for ECE-Elektro Certicates deal	Mark -- If possible, I'd like to schedule some time with you (10 min) to discuss approval of a certificates transaction that involves ECE and Elektro. Orlando has scheduled some time w/ Lavorato at 1:00 Houston time, so sometime before then would be best if you are available. A memo has been prepared by Vicky Martinez that should have been forwarded to you by now, but I'll confirm that. Please let me know what works for you. Regards, John	2
