subject	body	cluster_id
Houston Endowment, Corporate Support and TFA-Colorado	Gentleman, Thanks for your assistance and support at the recent TFA board meeting. In the good news department we have several items.... 1. Houston Endowment commited $200,000 payable in two installments (June 2001 and June 2002). Thanks to Jack Trotter for asisting with this grant request. 2. Letters are going out to corporate leaders following the recent breakfast. We thank Ken Lay, John Duncan, Scott Yeager and Jack Clark for their assistance on the letter. We especially thank John Duncan and Jack Trotter for their assistance with suggested contribution amounts. Contributions will go to support TFA activities in Houston and beyond. 3. I was in Colorado last week. We have successfully negotiated the support of the Jared Polis Foundation for Technology For All-Colorado. Jared Polis has made a three year commitment totaling approximately $750,000 to support TFA-Colorado as a project o the Foundation. Mr. Polis is a 29 year old entrepreneur who sold the online business of Blue Mountain cards to Hallmark for around $800 million. He is very interested in education and technology issues and has essentially agreed to fund the work of TFA-Colorado for at least three years as additional community support is developed. We will "co-brand" the web presence of TFA-Colorado with the Foundation. THANKS TO EACH OF YOU....	1
May Blackmore Report	I am pleased to send you the May report - has a lot of positive news and progress despite the challenges in the overall market. Look forward to seeing you at the next Board meeting. Regards, Peter	2
Great Job!	You guys did a terrific job on the Frontline program last night	0
United Travel Update - IAM Contract Agreement	Dear Mr Motley: I'm writing to tell you that our negotiations with the International Association of Machinists (IAM) District 141M have produced a tentative agreement on a contract, ensuring no disruption of service to United customers. This has been a difficult time, and I want to thank you for your understanding and continued support. IAM District 141M will forward the details of the tentative agreement to its membership for a vote within the next two weeks. This decision allows us to continue focusing on serving you, and I hope it renews your confidence in planning your travel with United. We look forward to seeing you on board.	1
RE: SoCalGas Response to TW Protest of AL 2837-A	Glen, I had a conversation with Pat Davidson (SoCal) yesterday. Things have been going smoothly, because SoCal has not been calling any OFO days. She felt like we would not have an issue until spring and at that time, there is an expectation that SoCal could be calling more OFOs. We agreed to continue talking, but that does not resolve the issue completely. Thanks. Lynn -----Original Message----- From: Hass, Glen Sent: Monday, December 03, 2001 9:44 AM To: Donoho, Lindy; Blair, Lynn; Harris, Steven; Watson, Kimberly; Kilmer III, Robert; Lokey, Teb; Kowalke, Terry; Schoolcraft, Darrell; Lindberg, Lorraine; Lohman, TK; Rapp, Bill Subject: FW: SoCalGas Response to TW Protest of AL 2837-A FYI--Attached below is a summary of the protests and comments the CPUC received in response to SoCalGas' Advice Letter filing on receipt point operating procedures. Lynn, Are they still working with us to resolve the OFO/Intraday 2 issue? gh -----Original Message----- From: "Dan Douglass" <douglass@energyattorney.com>@ENRON Sent: Friday, November 30, 2001 5:59 PM To: Rapp, Bill; Hass, Glen; Gregg Klatt Subject: SoCalGas Response to TW Protest of AL 2837-A Attached is the SoCalGas response of our mild protest to their advice letter 2837-A. The relevant language is on page 5 of their letter and has been highlighted for your convenience. In part, they state that: "These types of reductions are no different from today's practice of allowing customers to reduce nominations in the fourth scheduling cycle. The flaw is not in SoCalGas new procedures. SoCalGas provides customers with notice of an upcoming OFO two hours prior to scheduling cycle closing times. Within those two hours, customers can make changes to their nominations and still meet the scheduling timeline as defined by GISB standards. Even if SoCalGas cuts nominations in cycle four because customer reductions don't reduce deliveries enough to avoid operational problems, changes in cycle 4 are within GISB standards. Transwestern is supposed to be complying with those GISB standards and seems to state that it is unable to do so." They go on to state a willingness to work with us on the issue. There is no procedural option for us to respond to their response. At this point, our option is to meet with Energy Division staff to discuss the issue further, should we feel the need to do so. Have a good weekend! Dan Law Offices of Daniel W. Douglass 5959 Topanga Canyon Blvd. Suite 244 Woodland Hills, CA 91367 Tel: (818) 596-2201 Fax: (818) 346-6502douglass@energyattorney.com << File: mailto:douglass@energyattorney.com >> - 2837ARES.DOC << File: 2837ARES.DOC >>	1
RE: iPayit	That was FAST! Groovy! :-) -----Original Message----- From: Rapp, Bill Sent: Thursday, November 15, 2001 3:36 PM To: LaGesse, Denise Subject: RE: iPayit Denise, Thank you very much. I just got off the phone with someone from technical services and I think (knock on wood) that the problem is solved. Thanks again! -----Original Message----- From: LaGesse, Denise Sent: Thursday, November 15, 2001 2:16 PM To: Rapp, Bill Subject: iPayit I logged on as you from my computer and approved those 3 invoices for you. I'll check with tech support on why you can't access it from your computer.	2
Third Quarter Earnings Results	Today, we announced our third quarter earnings results, which were right on target with analysts estimates for recurring earnings per diluted share of $0.43. This marks a 26 percent increase over the third quarter of last year, which is due to the strong performance of our core wholesale and retail energy businesses and our natural gas pipelines. In addition, we also announced that we are on track for our earnings target of $0.45 for the fourth quarter ($1.80 for 2001) and $2.15 for 2002. We made a commitment to you that we would provide you with timely information about Enron's business strategy and performance, so this email is intended to provide an explanation about our earnings this quarter. Over the past few months, we have met with analysts to discuss Enron's performance. We received considerable feedback from investors and analysts that we needed to expand our financial reporting to include details for more of our business units. In response to that feedback, we have provided results separately for several of our business units. For example, while we have provided volume figures for North America and Europe, this is the first quarter we have provided financials separately for Enron Americas and for Europe and Other Commodities. In addition, information about our global assets had previously been included in our numbers for Wholesale Services. This quarter they are reported separately. Finally, even though our broadband business is now part of Enron Wholesale Services, we are continuing to report that business separately. Following are the highlights of our businesses: Wholesale Services: Total income before interest, minority interests and taxes (IBIT) increased 28% to $754 million in the third quarter. Total wholesale physical volumes increased 65% to 88.2 trillion British thermal units equivalent per day (Tbtue/d). Americas: IBIT increased 31% to $701 million. Natural gas volumes increased 6% to 26.7 Tbtu/d, and power volumes increased 77% to 290 million megawatt hours (MWh). Europe and Other Commodity Markets: IBIT remained unchanged at $53 million as compared to last year. While physical gas and power volumes increased, low volatility in these markets caused profitability to remain flat. Retail Services: Enron Energy Services reported IBIT of $71 million, compared to $27 million a year ago. So far this year, EES has completed more than 50 transactions with large customers and more than 95,000 deals with small business customers. Transportation and Distribution: Natural Gas Pipelines: IBIT increased slightly to $85 million in the third quarter. Portland General: We reported an IBIT loss of $(17) million this quarter compared to IBIT of $74 million a year ago. This loss is due to power contracts PGE entered into at prices that were significantly higher than actual settled prices during the third quarter. Last week, we announced an agreement to sell PGE to Northwest Natural. This transaction is expected to close next year. Global Assets: This segment includes Elektro, Dabhol, TGS, Azurix and Enron Wind. Third quarter IBIT remained unchanged at $19 million compared to last year. Broadband Services: IBIT losses were $(80) million in the current quarter compared to a $(20) million loss last year. This quarter's results include significantly lower investment-related income and lower operating costs. Corporate and other: This segment includes the unallocated expenses associated with general corporate functions. This segment reported an IBIT loss of $(59) million compared to $(106) million a year ago. In addition, this quarter we announced one-time charges of $1.01 billion. Over the past few quarters, we have conducted a thorough review of our businesses and have decided to take certain charges to clear away issues that have clouded the performance and earnings potential of our core businesses. These charges include: ? A $287 million write-down of Azurix Corp. ? $183 million associated with the restructuring of Broadband Services. This includes severance costs, a loss on the sale of inventory like servers and routers, and a write-down of the value of our content services contracts due to the bankruptcy of a number of customers. ? $544 million related to losses from certain investments, primarily Enron's interest in The New Power Company, broadband and technology investments and early termination of a structured finance arrangement. With our announcements this quarter we accomplished three things: 1) we showed continued strong earnings and earnings growth in our core businesses, 2) we cleared away those things that were clouding this superb performance in our core businesses, and 3) We expanded our reporting of financial results to increase transparency for our investors. To read the full earnings press release, go to www.enron.com/corp/pressroom/releases.	1
We have resolved the BPA-James River contract	All, I am pleased to report that we have resolved the infamous James River contract with BPA under favorable terms. The signed agreements are on my desk right now. Besides significantly reducing our litigation risk, the addition of 7.5 MW/h and the change of delivery point have added $22.8 million to the value of the contract. BPA and EPMI have amended the original contract to specify that (i) BPA will deliver 102 MW/h 24/7 for the 5-year term of the agreement (an increase of 7.5 MW/h over the original), (ii) the disputed "alternative delivery point" is designated as Mid-C, (iii) all language to the contrary is deleted from the agreement, (iv) the parties agree to "book out" the James River physical deliveries against EPMI sales to BPA at the Mid-C delivery point (so no power will flow); and (v) we will continue to invoice BPA each month for the term of the agreement, just as if the power was still flowing. Although my preference would have been to terminate the James River agreement, BPA refused to do so because it would not have been able to recover the costs of this contract in its rates. Similarly, I had hoped that we could do a one-time book-out, but BPA refused to do so because--according to BPA's finance person---such a book-out would have converted this to a financial deal requiring BPA to use mark-to-market accounting. Therefore, we executed two documents: one amending the original contract, and another called the "Book-Out Agreement," which sets out an agreement to book-out specific transactions over the next five years. I am satisfied that this is a favorable deal for EPMI because (1) we resolve the disputes over quantity and delivery point, which (2) will make it very difficult for BPA to change its mind in the future and argue that we are not entitled to receive power unless we are selling it to James River, and (3) the negotiated increase in quantity and change in delivery point add over $22 million in value to the contract. Thanks to everyone for your help.	1
RE: Book1.xls	Jim, Glad to see to see we are doing transactions. It would be much faster to communicate directly with the person doing the trades or supporting the trade. I am a Mid-marketer on the commercial side and have no role in deal settlement. Thanks, Chris	0
Third Quarter Earnings Results	Today, we announced our third quarter earnings results, which were right on target with analysts estimates for recurring earnings per diluted share of $0.43. This marks a 26 percent increase over the third quarter of last year, which is due to the strong performance of our core wholesale and retail energy businesses and our natural gas pipelines. In addition, we also announced that we are on track for our earnings target of $0.45 for the fourth quarter ($1.80 for 2001) and $2.15 for 2002. We made a commitment to you that we would provide you with timely information about Enron's business strategy and performance, so this email is intended to provide an explanation about our earnings this quarter. Over the past few months, we have met with analysts to discuss Enron's performance. We received considerable feedback from investors and analysts that we needed to expand our financial reporting to include details for more of our business units. In response to that feedback, we have provided results separately for several of our business units. For example, while we have provided volume figures for North America and Europe, this is the first quarter we have provided financials separately for Enron Americas and for Europe and Other Commodities. In addition, information about our global assets had previously been included in our numbers for Wholesale Services. This quarter they are reported separately. Finally, even though our broadband business is now part of Enron Wholesale Services, we are continuing to report that business separately. Following are the highlights of our businesses: Wholesale Services: Total income before interest, minority interests and taxes (IBIT) increased 28% to $754 million in the third quarter. Total wholesale physical volumes increased 65% to 88.2 trillion British thermal units equivalent per day (Tbtue/d). Americas: IBIT increased 31% to $701 million. Natural gas volumes increased 6% to 26.7 Tbtu/d, and power volumes increased 77% to 290 million megawatt hours (MWh). Europe and Other Commodity Markets: IBIT remained unchanged at $53 million as compared to last year. While physical gas and power volumes increased, low volatility in these markets caused profitability to remain flat. Retail Services: Enron Energy Services reported IBIT of $71 million, compared to $27 million a year ago. So far this year, EES has completed more than 50 transactions with large customers and more than 95,000 deals with small business customers. Transportation and Distribution: Natural Gas Pipelines: IBIT increased slightly to $85 million in the third quarter. Portland General: We reported an IBIT loss of $(17) million this quarter compared to IBIT of $74 million a year ago. This loss is due to power contracts PGE entered into at prices that were significantly higher than actual settled prices during the third quarter. Last week, we announced an agreement to sell PGE to Northwest Natural. This transaction is expected to close next year. Global Assets: This segment includes Elektro, Dabhol, TGS, Azurix and Enron Wind. Third quarter IBIT remained unchanged at $19 million compared to last year. Broadband Services: IBIT losses were $(80) million in the current quarter compared to a $(20) million loss last year. This quarter's results include significantly lower investment-related income and lower operating costs. Corporate and other: This segment includes the unallocated expenses associated with general corporate functions. This segment reported an IBIT loss of $(59) million compared to $(106) million a year ago. In addition, this quarter we announced one-time charges of $1.01 billion. Over the past few quarters, we have conducted a thorough review of our businesses and have decided to take certain charges to clear away issues that have clouded the performance and earnings potential of our core businesses. These charges include: ? A $287 million write-down of Azurix Corp. ? $183 million associated with the restructuring of Broadband Services. This includes severance costs, a loss on the sale of inventory like servers and routers, and a write-down of the value of our content services contracts due to the bankruptcy of a number of customers. ? $544 million related to losses from certain investments, primarily Enron's interest in The New Power Company, broadband and technology investments and early termination of a structured finance arrangement. With our announcements this quarter we accomplished three things: 1) we showed continued strong earnings and earnings growth in our core businesses, 2) we cleared away those things that were clouding this superb performance in our core businesses, and 3) We expanded our reporting of financial results to increase transparency for our investors. To read the full earnings press release, go to www.enron.com/corp/pressroom/releases.	1
RE: Park City Bound	Congratulations! That is very exciting. I am jealous.	0
Organizational Announcement	From Kevin Hannon, Jim Hughes and John Lavorato Our efforts to move our South American merchant business model to look like our North American and European models has been evolving quickly. In the volatile Brazilian power market, Enron is poised to start-up the first merchant plant in the near future. We are working on several structured transactions and are at the forefront in working with Brazilian regulators to create a viable deregulated power market. To continue our positive momentum in South America, we have decided to change the leadership of the merchant business. We have asked Orlando Gonzalez to become President and CEO. In addition we have asked Brett Wiggs to join Orlando in the office of the chairman as Chief Commercial Officer. Joe Kishkill has been involved in the South American business for many years and will be exploring other opportunities within Enron. We would like to thank Joe for his contributions. Please join us in congratulating Orlando and Brett on their new duties.	2
Organization Announcement	We are pleased to announce that Sally Beck has been named Chief Operating Officer for Enron Net Works. She will join Greg Piper, President and Chief Executive Officer and Mark Pickering, Chief Technology Officer in the Enron Net Works Office of the Chair. In her current role as Managing Director for Enron Net Works, Sally heads up Enron's Global Risk Management Operations. Ms. Beck brings more than 20 years professional experience to Enron, joining the Company in 1992. She graduated from the University of Texas at Austin with a B.B.A. in Marketing and an MBA with a concentration in Finance. Please join us in congratulating Sally on her new role.	2
randy-roo!	Isn't he just a cutie pie!	0
Message Points on Current Status of Company	Message Points on Current Status of Company A. Our core businesses are strong, performing well and customers continue to demonstrate their confidence in us. B. EnronOnline experienced above average levels for number of transactions Wednesday (10/24/01), Enron recorded more than 8000 transactions with 1399 external users for a gross notional value of approximately $4 billion We continue to be the market maker of choice in wholesale gas and power C. Our gas and power numbers indicate that our customer base is not withdrawing, closing out positions, nor reducing transaction levels with us. Indeed, customers are transacting at higher levels as they prepare their portfolios for the upcoming winter and protect themselves from price volatility.	1
Daily Update	Today we announced another positive development in our efforts to regain shareholder and market confidence, strengthen our balance sheet and help maintain our credit rating. We have executed a commitment letter with two of our longstanding banking partners, JPMorgan (the investment banking arm of JPMorgan Chase & Co.) and Salomon Smith Barney (the investment banking arm of Citigroup Inc.), that will provide us with additional secured credit lines worth $1 billion. Our Northern Natural Gas Company and Transwestern Pipeline Company will support these assets. The proceeds will be used to supplement short-term liquidity and to refinance maturing obligations. The pipelines are not being sold. Enron is only using these assets for this new credit line. Secured financing like this provides an expeditious way to increase liquidity and restore confidence. We also have the capacity to increase this facility by an additional $200 million if we bring in additional banks to participate. This money is in addition to the $3 billion in our credit lines we accessed last week to pay off short-term commercial debt and keep more than $1 billion in cash. I know it is discouraging to read the negative media coverage about our company. On a positive note, there was an editorial in last Sunday's Houston Chronicle that I want you to read: <http://www.chron.com/cs/CDA/story.hts/editorial/outlook/1107504>. This is an extremely difficult time for everyone and I appreciate everything you do for Enron. Don't forget to read our voice mail and e-mail transcripts covering these developments on the Enron Updates intranet site at (<http://home.enron.com/updates/>). Thank you.	1
FW: updated version of NYISO hourly comparison	Bryce, Good news, I added Zone P and I think everything looks like it working properly. Let me know if you have any problems. Valerie	0
Discounts	We negotiated the following discounts on Tenn and TGT Tenn - all discounts are for the 27th only. Z0 to Kinder k#2891 $.1421 Z0 to Tewksbury (Z6) k#2891 $.35 Texas Gas - discounts apply from 26th-30th. SL Pool to Mamou k# T001886 $.0421	1
RE: Citizens/PPL Griffith accrual income	Kim: Everything on the list is complete. You were granted $11,500 tonight. I have been working with Darla to make sure that John Cogan has been paid each month. We are caught up on his payments. Let me know if you have any more questions. Thanks	2
RE: Understanding Enron	Good news about Suzanne as well. I hope that gig lasts past the Spring. I'll be around for Thanksgiving. Give me your number again. If you are around, I'll try to come have a beer or two with you (I'll bring it this time).	0
APEA Contracts	The FedEx package of contracts is going out tonight. I've included: Clarke County gas purchase agreement with APEA SMUD gas purchase agreement with APEA Enron gas supply agreement with APEA I told Roger Mock that once we confirmed that the delivery point with SMUD and ensured that we were comfortable moving it, we'd let him know. I also wanted to make sure that from the West Gas Desk's perspective, if we change the delivery point but leave quantity and term alone there would be no price differential to APEA? Just keep me posted.	1
next week	First, good luck next week. Also, I will be in the office all next week and if you need anything, ENW related or not, call me or have someone call me and I will help. I am focused on making sure EOL and ENW do not pop up on your list of things to think about. Webb and Richter have been told that EOL up and performing well is critical. As you know, the trade counts looked good last week and Jay and Brad have been getting data to Louise on the specifics of certain counterparties, etc. I am having breakfast meetings with Directors and above in ENW all next week to listen to what they have been hearing and saying and to keep them informed, focused and motivated. My extension is 36635 and my cell is 713-646-4734. Thanks.	0
RE: Deal Bench and EnronOnline	I like this plan. Clearly it has organizational implications that will need to be addressed. Specifically, as I understand it, DealBench goes away. Most of the marketing folks can be directly deployed on marketing of EOL auctions, but we will have to find a home for some of the support staff. Also, we will have to redeploy some of the IT staff. Hopefully, we can find a way to do some of the integration/engineering effort of creating the EOL auctions engine in parallel with our other initiatives. I'll begin discussing that with Mike when you give me the go-ahead. --jay	2
RE: Conagra is our newest beta customer!	Andy, that's very helpful. I hope that as technology improves and the notion of "web services" becomes more widely accepted as a substitute for "behind the firewall" applications, the opportunity exists for Kiodex to serve the broader universe of customers. But I agree that there should be lots of low-hanging fruit among the many users of derivatives for whom trading is not a core activity.	1
